ID,SOURCE,SECTION,LINE,RULE,ENFORCED,MECHANISM,VERIFIED,ANCHOR_CORRECT,BINDS,EXECUTES_HERE,STILL_CURRENT,DISPOSITION,NOTE,MD_STATUS,CURRENT_LOCATION,LOSS_KIND
D045,DoD.md,§3.7,271,"Pre-push coverage is decided on risk, never on the clock; no suite is demoted to fit a budget.",TEST,"tests/manifest/manifest.ts:713-748 (#4 gate invokes every non-release suite, #5 CI every suite)",READ,NO,ALL,YES,STALE,DELETED,"'Decided on risk, never the clock; no suite demoted to fit a budget' was deleted (PLAN §4 #11) and effectively reversed by TASK-054: DoD.md:149-152 moves an EXPENSIVE suite to release tier (CI only). The surviving, enforced residue is 'every suite runs somewhere' (see D046). Does not matter: cost-based tiering is now the sanctioned policy.",REMOVED_LOST,,DELIBERATE
D046,DoD.md,§3.7,275,tests/manifest/ fails the push on an uninvoked runner or an export boundary that misbehaves.,TEST,"tests/manifest/manifest.ts:713-748 (#4,#5,#5b) + :842-1127 (#2b/#2c export boundary)",READ,YES,ALL,YES,CURRENT,ALREADY-OK,narrowed text: DoD now names only 'CI stops running any suite or the gate any other'; the export-boundary half is no longer stated in DoD but manifest #2b/#2c still check it. Old test.sh paths dead; TS manifest suite runs in gate and CI.,IN_MD,docs/DoD.md:150-152,
D047,DoD.md,§3.7,278,A non-blocking SLO warns past 120 s total / 45 s per stage.,GATE,scripts/lib/pipeline.sh:546-558 (pipe_finish),EXEC,NO,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"Gone from all normative md (DoD §3.7 deleted, PLAN-TASK-022 §4 #11; survives only in docs/backlog/TASK-013). Mechanism warns, never blocks, but at 180 s total / 95 s per stage (env-overridable AGENT_GATE_SLO_*_MS), not 120/45; the warning text itself carries the rule. PROOF: in scratch clone, source scripts/lib/pipeline.sh; pipe_init; pipe_stage slow-stage (sleep 1.2); AGENT_GATE_SLO_STAGE_MS=500 pipe_finish -> '⚠ gate SLO: slow-stage took 1.2s (over 0.5s). Optimise it — do not move it out.' finish rc=0; AGENT_GATE_SLO_TOTAL_MS=500 -> '⚠ gate SLO: 1.2s total exceeds 0.5s. Not a failure and nothing is demoted'.",REMOVED_ENFORCED,,
D048,DoD.md,§4.1,290,"The gate runs Build (tsc) first, catching missing imports.",GATE,".githooks/pre-push:633 wired :640, skip :645",EXEC,NO,ALL-IF-ARMED,NEVER,CURRENT,LABEL-UNCHECKED,"narrowed: DoD §4 no longer lists stages (plan #10); template table keeps 'Build | npm run build | tsc clean', with no 'first' or 'missing imports' claim. Stage exists only for backend/ and is not first (security stages run before). PROOF (fires when armed): scratch clone, backend/package.json build='exit 2', eval _st_backend_build -> '❌ Backend build failed.' rc=1. Here: no backend/, pipe_skip.",MOVED_MD,templates/project_config_dod.md:23,
D049,DoD.md,§4.2,291,Lint runs with a ratcheted --max-warnings that is never loosened.,GATE,".githooks/pre-push:634,652 (npm run lint), skip :646,:662",EXEC,NO,ALL-IF-ARMED,NEVER,CURRENT,LABEL-UNCHECKED,"Lint stage fires when backend/ or frontend/ exists (scratch fixture lint='exit 1' -> '❌ Backend lint exceeded --max-warnings threshold.' rc=1), but nothing checks the ratchet (that --max-warnings is never loosened). Not labelled judgement in DoD. No backend/frontend/eslint here.",IN_MD,docs/DoD.md:166,
D050,DoD.md,§4.3,292,A formatter check (prettier --check) fails the push on any unformatted tracked file.,GATE,".githooks/pre-push:635,653 (npm run format:check), skip :647,:663",EXEC,YES,ALL-IF-ARMED,NEVER,CURRENT,ALREADY-OK,"'ESLint and Prettier --check both block'. Fires when armed: fixture format:check='exit 1' -> '❌ Backend has unformatted files...' rc=1. Delegates to the project's npm script, so what counts as unformatted is the project's. Dormant here (no backend/frontend/).",IN_MD,docs/DoD.md:167,
D051,DoD.md,§4.4,295,"Tests plus a coverage gate run, tiered per §3.6.",GATE,".githooks/pre-push-project:520 (ts_suites_stage); coverage via .githooks/pre-push:636,654",EXEC,YES,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"narrowed: coverage tiers deleted (plan #9, Q1); DoD now says thresholds are the project's, enforced by its own runner. Tests run here via ts_suites_stage. Coverage stage fires only with backend/frontend (fixture test:coverage='exit 1' -> '❌ Backend tests failed or coverage below threshold' rc=1); NEVER here, tests/vitest.config.ts has no coverage key — consistent with the narrowed rule.",IN_MD,docs/DoD.md:147-148,
D052,DoD.md,§4.5,299,A guard fails the push if the COMMITTED .claude/settings.json contains /Users/<name>/ or /home/<name>/ paths.,GATE,.githooks/pre-push:773 wired :784,EXEC,YES,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"PROOF: scratch clone, eval _st_host_paths; clean settings.json rc=0; settings.json with Read(/home/bob/x) -> '❌ .claude/settings.json contains host-specific paths.' rc=1. Caveat: greps the work-tree file, not the committed blob. CI does not run it.",IN_MD,docs/DoD.md:176-178,
D053,DoD.md,§4.6,306,Project-specific guards load from .githooks/pre-push-project if it exists.,GATE,.githooks/pre-push:803-813,READ,YES,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"narrowed: DoD now says project guards go after BLUEPRINT:END in .githooks/pre-push-project; the loading is implicit. Hook sources it from code root then cwd, pipe_skip 'no .githooks/pre-push-project' if absent. File exists here (blueprint region runs ts_suites_stage).",IN_MD,docs/DoD.md:168-171,
D054,DoD.md,§4,310,Lint warnings are ratcheted; never loosen --max-warnings without explicit justification.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Duplicate of D049, now merged into one DoD bullet. No mechanism checks the --max-warnings value over time; not labelled judgement.",IN_MD,docs/DoD.md:166,
D055,DoD.md,§4,312,ESLint and Prettier are independent blocking gates and neither can be skipped.,GATE,".githooks/pre-push:634-635,652-653",EXEC,NO,ALL-IF-ARMED,NEVER,CURRENT,LABEL-UNCHECKED,"narrowed: 'independent, neither can be skipped' became 'both block'; adds 'CI never rewrites files' (no CI lint job exists). Stages block when backend/frontend exist (see D049/D050 fixtures) but pipe_skip on every push here, and skip on text-only pushes.",IN_MD,docs/DoD.md:167,
D056,DoD.md,§4,315,Never use --no-verify unless the founder asks; watch CI after pushing and fix red before moving on.,HOOK,.claude/settings.json:232 (deny Bash(* --no-verify*)),READ,NO,CLAUDE-ONLY,UNKNOWN,CURRENT,MECHANISE,"READ is the ceiling for a settings deny. Binds Claude Code only. 'Watch CI after pushing, fix red before moving on' has no mechanism.",IN_MD,docs/DoD.md:164-165; docs/DoD.md:60,
D057,DoD.md,§5,325,"For any user-facing change, every file in the project's doc-sync list moves in the same commit as the code.",NONE,scripts/lib/dod-gate.sh:498-501 prints §D only,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Now explicitly labelled *Judgement* (DoD.md:186, §7D :215); dod_stage_judgement prints it as unchecked. Label disposition is done.",IN_MD,docs/DoD.md:182-186,
D058,DoD.md,§5,329,"The project defines its doc-sync list in project_config_dod.md under ""Doc-sync list"".",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,MECHANISE,Section exists in the template; root project_config_dod.md still template rows naming absent paths. No check.,IN_MD,docs/DoD.md:183; templates/project_config_dod.md:92,
D059,DoD.md,§5,347,"A fixed Codex finding gets a ""Status: Fixed"" block in docs/config/findings.md, not just a backlog row.",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Labelled *Judgement* in DoD. Also DOCUMENTATION.md:292. No mechanism.,IN_MD,docs/DoD.md:187-190,
D060,DoD.md,§5,351,Project-specific user-surface rules live in project_config_dod.md and are gated like tests.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Still says 'gated like tests' with no judgement label, and no guard exists: pre-push-project below BLUEPRINT:END (:526) is empty; project_config_dod.md §User-surface rules is empty headings. Claim still overstates.",IN_MD,docs/DoD.md:193-195,
D061,DoD.md,§5.1,356,README.md is in the doc-sync list by default for every struct2flow project.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Labelled *Judgement*. Also DOCUMENTATION.md:32,74 lists README in recipe sync tables.",IN_MD,docs/DoD.md:184-186,
D062,DoD.md,§5.1,363,"Before any push to a public remote, README covers new features/CLI, removals, architecture, deps, and phase changes.",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"narrowed: five triggers and 'before any push to a public remote' collapsed to 'if a visitor would notice the change, the README moves with it' (plan #17). Judgement.",IN_MD,docs/DoD.md:184-186,
D063,DoD.md,§5.1,381,The §7 reviewer refuses the handoff if a README claim disagrees with the code state.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"narrowed: no longer a §7 reviewer refusal; DOCUMENTATION.md handoff check says a sync-list file claiming a removed feature makes 'the handoff a lie', and :58 forbids a README claiming a removed flag works. Recipe checklist is labelled judgement (:263-264).",MOVED_MD,docs/DOCUMENTATION.md:240-246; docs/DOCUMENTATION.md:58,
D064,DoD.md,§6,389,"A fix that works but is ugly, brittle or stitched from fallbacks is a deferred regression, not a fix.",NONE,,READ,YES,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,DoD copy deleted (plan #18); kept once in CLAUDE.md §Quality as prose. Judgement.,MOVED_MD,CLAUDE.md:158-160,
D065,DoD.md,§6,392,A third fallback layer means escalating to a clean redesign with Codex + founder alignment.,NONE,,READ,YES,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"narrowed: escalate 'to team + Codex' (founder alignment moved to CLAUDE.md:176-178). Judgement, plan #18.",MOVED_MD,CLAUDE.md:161-165,
D066,DoD.md,§6,395,"Pick the most evolutionary solution: composes with existing primitives, removes surface area.",NONE,,READ,YES,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Plan #18. Judgement.,MOVED_MD,CLAUDE.md:166-171,
D067,DoD.md,§6,399,"Acceptance is ""the founder and customer would show this to someone else"", not ""the test passes"".",NONE,,READ,YES,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Plan #18. Judgement.,MOVED_MD,CLAUDE.md:172-174,
D068,DoD.md,§6,403,"When in doubt, pick the clean rewrite and document why in the plan file.",NONE,,READ,YES,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Plan #18. 'push for team + Codex alignment'. Judgement.,MOVED_MD,CLAUDE.md:176-178,
D069,DoD.md,§6.1,418,Every new route/command/job has structured error capture with no silent swallowing.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,DoD §6.1 checklist moved to recipe doc (plan #2); section labelled judgement (:313-314). No lint for empty catch / default-on-error.,MOVED_MD,docs/OBSERVABILITY.md:318-320,
D070,DoD.md,§6.1,421,"The agent has a one-command retrieval path for the last N failures; no ""paste me the log"" asks.",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Labelled judgement. Retrieval path declared in templates/project_config_overview.md:61; root copy still template here.,MOVED_MD,docs/OBSERVABILITY.md:321-325,
D071,DoD.md,§6.1,425,An alert threshold + destination is declared in project_config_dod.md §Alerting.,NONE,,READ,NO,UNANCHORED,N/A,STALE,LABEL-UNCHECKED,"Still cites project_config_dod.md §""Alerting"", which exists in neither root nor templates/project_config_dod.md (dangling section ref, doc-links does not catch it). Alert routing/thresholds actually live in templates/project_config_overview.md:62-63.",MOVED_MD,docs/OBSERVABILITY.md:326-328,
D072,DoD.md,§6.1,428,A diagnosis runbook for the error class is documented where the agent can find it.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Labelled judgement; location declared in templates/project_config_overview.md:64. No docs/diagnosis.md here.,MOVED_MD,docs/OBSERVABILITY.md:329-331,
D073,DoD.md,§6.2,448,"gitleaks detect over the commits being pushed passed in pre-push, with no --no-verify shortcut.",GATE,.githooks/pre-push:230 wired :343; .github/workflows/security.yml:41,READ,YES,ALL,YES,CURRENT,MECHANISE,"Hook runs gitleaks detect over the push range (:307) and fails closed on timeout/crash; CI backstop binds all. SECURITY.md now spells out the A-03 'not protect --staged' warning, BUT project_config_dod.md:17 and templates/project_config_dod.md:17 still declare `gitleaks protect --staged` — contradiction ships to every project. no-verify half: settings.json:232 (Claude-only).",MOVED_MD,docs/SECURITY.md:336-341,
D074,DoD.md,§6.2,454,"Semgrep + lint security plugins ran clean, or every suppression names its threat-model entry.",GATE,.githooks/pre-push:348 wired :512; .github/workflows/security.yml:49-112,READ,NO,ALL,YES,CURRENT,MECHANISE,"Semgrep half enforced (hook + CI, incomplete scan blocks). Lint security plugins: none here. 'Every suppression names its threat-model entry': no control; hook only suggests '// nosemgrep: <rule-id> — <justification>' (:463).",MOVED_MD,docs/SECURITY.md:342-344,
D075,DoD.md,§6.2,457,osv-scanner reports zero HIGH+ CVEs; sub-HIGH CVEs tracked in findings.md with an upgrade date.,GATE,.githooks/pre-push:517 wired :605; .github/workflows/security.yml:115-166,READ,NO,ALL,YES,CURRENT,MECHANISE,"Doc now says MEDIUM+ (CVSS>=4.0), matching hook and CI — old understatement fixed. 'Sub-MEDIUM tracked in findings.md with upgrade date' unenforced.",MOVED_MD,docs/SECURITY.md:345-349,
D076,DoD.md,§6.2,460,"If the push touches IaC, trivy config reports zero HIGH+ findings.",NONE,,EXEC,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,grep -rniE 'trivy|zap' .githooks .github scripts/lib/dod-gate.sh in scratch clone -> no hits: no trivy anywhere in gate or CI. Section labelled judgement (:331-332) so no longer claims a mechanism.,MOVED_MD,docs/SECURITY.md:350-351,
D077,DoD.md,§6.2,466,A push adding a new public surface has a matching threat-model entry in project_config_security.md.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Labelled judgement. Also DoD.md:189-190 (trust boundary gets threat-model entry). No surface inventory to diff.,MOVED_MD,docs/SECURITY.md:353-358,
D078,DoD.md,§6.2,470,"A new public surface has a CI ZAP baseline wired and passing, or a written justification.",NONE,,EXEC,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"No ZAP job (grep, see D076); only security.yml exists. SECURITY.md:186 'No DAST' for Recipe B is the written justification in general, but this repo declares no recipe.",MOVED_MD,docs/SECURITY.md:359-361,
D079,DoD.md,§6.2,472,"Every [SEC] finding in findings.md is fixed, deferred with a date, or Accepted with sign-off.",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,MECHANISE,Labelled judgement. No check of Status values in findings.md (tests/lifecycle-docs and dod-gate.sh grep no Status:).,MOVED_MD,docs/SECURITY.md:362-364,
D080,DoD.md,§6.3,495,"An infra-touching push has a clean cdk synth / terraform validate / helm lint, blocked by the gate.",GATE,".githooks/pre-push:686-756 (cdk :730, terraform :739, helm :748; skip :756)",READ,YES,ALL-IF-ARMED,NEVER,CURRENT,ALREADY-OK,Conditional on infra/ or infrastructure/; pipe_skip with reason here. No CI IaC job.,MOVED_MD,docs/INFRASTRUCTURE.md:385-386,
D081,DoD.md,§6.3,497,A reviewable cdk diff / terraform plan / helm diff is attached as a PR comment.,NONE,,READ,NO,UNANCHORED,N/A,STALE,LABEL-UNCHECKED,Labelled judgement. Still 'attached as a PR comment' although landing is trunk-based (DoD.md:61-64).,MOVED_MD,docs/INFRASTRUCTURE.md:387-389,
D082,DoD.md,§6.3,500,No out-of-band resources referenced: no hand-created ARNs imported by string.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Labelled judgement; no semgrep rule for literal ARNs.,MOVED_MD,docs/INFRASTRUCTURE.md:390-392,
D083,DoD.md,§6.3,503,"The change applies cleanly to all declared envs, not just one.",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Labelled judgement.,MOVED_MD,docs/INFRASTRUCTURE.md:393-395,
D084,DoD.md,§6.3,506,"If added resources exceed the cost ceiling, the PR body says so and the founder approves before merge.",NONE,,READ,NO,UNANCHORED,N/A,STALE,LABEL-UNCHECKED,Labelled judgement. 'PR body ... before merge' wording stale under trunk-based landing; no infracost wiring.,MOVED_MD,docs/INFRASTRUCTURE.md:396-399,
D085,DoD.md,§6.3,510,An open drift alert on a resource the PR touches has its nightly drift report attached.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Labelled judgement. No drift job (only cron is osv at security.yml:26).,MOVED_MD,docs/INFRASTRUCTURE.md:400-401,
D086,DoD.md,§6.3,516,A new prod resource has a named rollback procedure in project_config_infra.md.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,MECHANISE,Labelled judgement. Section exists in templates/project_config_infra.md:187.,MOVED_MD,docs/INFRASTRUCTURE.md:406-408,
D087,DoD.md,§6.3,519,A new prod resource's PR shows the dev -> staging -> prod traversal.,NONE,,READ,NO,UNANCHORED,N/A,STALE,LABEL-UNCHECKED,Labelled judgement. 'PR shows traversal' assumes PRs.,MOVED_MD,docs/INFRASTRUCTURE.md:409-411,
D088,DoD.md,§6.4,551,"Every file in the External doc-sync table is touched in the same COMMIT as the code, not the same PR.",NONE,scripts/lib/dod-gate.sh:498-501 prints §D only,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Same rule as D057 ('same commit as the code', *Judgement*); 'commit not PR' emphasis kept in DOCUMENTATION.md.",IN_MD,"docs/DoD.md:182-186; docs/DOCUMENTATION.md:184-189,273-277",
D089,DoD.md,§6.4,555,"A new data class, processor, region, or material terms change updates privacy/TOS in the same commit with a legal-reviewed label.",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Labelled judgement; template guidance for Recipe C projects.,MOVED_MD,docs/DOCUMENTATION.md:278-282,
D090,DoD.md,§6.4,561,"A public roadmap, if used, reflects the lifecycle move in the same week.",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Labelled judgement; Recipe C only.,MOVED_MD,docs/DOCUMENTATION.md:283-285,
D091,DoD.md,§6.4,568,Every file in the Internal doc-sync table is updated in the same commit as the code-state change.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"narrowed to 'moves the internal artefact that describes it', labelled *Judgement*. PLAN/BUGS lifecycle moves are partly covered by tests/lifecycle-docs (folders), not by a same-commit check.",IN_MD,docs/DoD.md:187-190; docs/DOCUMENTATION.md:290-294,
D092,DoD.md,§6.4,573,"HANDOVER.md is current and carries WIP, ephemeral state and live hazards ONLY.",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,MECHANISE,"Content rule (WIP/ephemeral/hazards only) unchecked; §7G 'handover current' is not labelled. scripts/session-resume.sh checks only a session-marker id in HANDOVER.md and is not wired into session-start.sh, settings.json or the gate.",IN_MD,docs/DoD.md:238-252; docs/DOCUMENTATION.md:295-298,
D093,DoD.md,§6.4,581,A blueprint-concern change updates docs/way-of-working.md in the same commit and regenerates the PDF.,NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,"Narrowed: deck MARKDOWN in the same commit; PDF regeneration dropped (founder 2026-09-17, also A2BP_PLAYBOOK.md:179). Blueprint-only (CLAUDE.blueprint.md does not ship). Still no mechanism; CLAUDE.blueprint.md:170 says it self-violated four times.",MOVED_MD,CLAUDE.blueprint.md:146-148,
D094,DoD.md,§6.4,584,"If the change touched a concern, the matching docs/<CONCERN>.md recipe doc is updated.",NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,"Same wording, now blueprint-only; A2BP_PLAYBOOK.md:155 carries the ripple table. No mechanism.",MOVED_MD,CLAUDE.blueprint.md:165-166,
D095,DoD.md,§6.4,587,"If a concern was added, removed or renamed, the README concern table matches.",NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,Blueprint-only; A2BP_PLAYBOOK.md:155/178. No count check exists.,MOVED_MD,CLAUDE.blueprint.md:167-168,
D096,DoD.md,§7A,610,All commits are pushed: git log origin/main..HEAD must be empty.,NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,DELETED,"§7A deleted by PLAN-TASK-022 §4 row #16 ('A: CI'). Matters a little: DoD.md:212 now claims 'Shipping is checked by the gate and CI', which structurally cannot see unpushed commits; §1b rule 7 (DoD.md:65) and §4 'After pushing, watch CI' (DoD.md:164) cover only adjacent parts.",REMOVED_LOST,,DELIBERATE
D097,DoD.md,§7A,612,The pre-push hook ran clean with no --no-verify shortcut.,HOOK,.claude/settings.json:232 (deny 'Bash(* --no-verify*)'),READ,NO,CLAUDE-ONLY,UNKNOWN,CURRENT,MECHANISE,"Line moved 203->232. READ is the ceiling for a permission deny. Catches only the literal flag from Claude: not `git commit -n`, not an unarmed core.hooksPath, not non-Claude agents. CI (security.yml) re-runs the checks after the fact as a backstop, not a gate.",IN_MD,"docs/DoD.md:60,164",
D098,DoD.md,§7A,613,"CI went green for the latest commit, or is in flight and the signal says so explicitly.",NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,"Present as 'after pushing, watch CI, fix a red run' plus §7H 'or the Task says CI is still in flight', labelled *Judgement*. Nothing checks CI status at flip time (signal-set.sh has no CI check).",IN_MD,"docs/DoD.md:164-165,229-230",
D099,DoD.md,§7B,617,Every shipped bug has an it('BUG-XXX: ...') regression test.,GATE+CI,scripts/lib/dod-gate.sh:282-458 via .githooks/pre-push-project:457; .github/workflows/security.yml:249,EXEC,NO,ALL,YES,CURRENT,MECHANISE,"Now tightened to *.spec.ts/.spec.tsx under BP_TEST_ROOTS and run in CI over every commit of a push, but still a grep for BUG-0*N anywhere in the spec file, not in an it() name. PROOF (scratch clone, dod-gate.sh sourced): commit 'BUG#9999: fix without test' + row in doing/BUGS.md, dod_stage_bugtests HEAD~1..HEAD -> 'No test under the searched roots names: BUG-9999' rc=1. Anchor gap: adding tests/zz/zz.spec.ts containing only '// BUG-9999 mentioned only in a comment' -> 'regression tests found for: BUG-9999' rc=0.",IN_MD,docs/DoD.md:98-109,
D100,DoD.md,§7B,619,"If the two-commit pattern applies, the reproducer commit precedes the fix and was verified failing on the parent.",NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,"Narrowed (PLAN-TASK-022 §4 #14, Q2): product/runtime bugs only; the 'verified failing on the parent' stash procedure is deleted, git log order is the evidence. Labelled *Judgement*. No commit-order check exists.",IN_MD,docs/DoD.md:124-126,
D101,DoD.md,§7B,621,No new test calls a live non-deterministic service in pre-push.,NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Restated as §3.2 Determinism (downstream tested from captured fixtures, not live calls). NOT labelled *Judgement* though nothing checks it, so DoD.md:5's label convention implies a check that does not exist. Dormant in the blueprint (no non-deterministic stage).",IN_MD,docs/DoD.md:127-129,
D102,DoD.md,§7B,624,A coverage report was run and shows no surprise regression.,NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,DELETED,"Coverage report/tiers deleted by PLAN-TASK-022 §4 row #9 (Q1). Does not matter: vacuous here since day one; DoD.md:147-148 delegates thresholds to the project's own runner, templates/project_config_dod.md keeps 'Coverage mode'.",REMOVED_LOST,,DELIBERATE
D103,DoD.md,§7B,625,No suite was demoted to CI-only to save time; any exclusion names its number and reason.,TEST,"tests/manifest/manifest.ts:348-365,695-720 (spec tests/manifest/manifest.spec.ts:278-400)",READ,YES,ALL,UNKNOWN,CURRENT,ALREADY-OK,"Narrowed: 'exclusion names its number and reason' is gone; replaced by the release tier — CI runs every suite, gate every non-release suite, and a gate exclude naming anything but **/*.release.spec.* counts as a narrowed run (#4). Old test.sh path dead; manifest.spec.ts runs in the gate's vitest stage and CI.",IN_MD,docs/DoD.md:149-152,
D104,DoD.md,§7B,626,"If snapshots changed: locally approved, committed, diff reviewed, CI not run with -u.",NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,Not labelled *Judgement* but unchecked: no grep for -u/--update-snapshots in the workflow exists. Dormant here (no snapshot suites).,IN_MD,docs/DoD.md:145-146,
D105,DoD.md,§7C,630,Every shipped bug's row moved from doing/BUGS.md to waiting-acceptance/BUGS.md with its commit SHA(s).,NONE,scripts/lib/dod-gate.sh:154 (pipe_note only),READ,NO,ALL-IF-ARMED,YES,CURRENT,LABEL-UNCHECKED,"DOES NOT FIRE: placement is still note-only by design (dod-gate.sh:125-131); existence of a row is enforced (dod_stage_rows, also CI security.yml:247). Narrowed: SHA requirement dropped, moves batched into next work commit (PLAN #6). DoD.md:212 'every item's row' refers to existence only.",IN_MD,docs/DoD.md:65-67,
D106,DoD.md,§7C,632,Every shipped backlog item's row moved from doing/BACKLOG.md to waiting-acceptance/BACKLOG.md.,NONE,scripts/lib/dod-gate.sh:154 (pipe_note only),READ,NO,ALL-IF-ARMED,YES,CURRENT,LABEL-UNCHECKED,DOES NOT FIRE: same note-only treatment as D105; batched moves per PLAN-TASK-022 §4 #6.,IN_MD,docs/DoD.md:65-67,
D107,DoD.md,§7C,633,"A defect-shaped change is filed as a BUG-XXX row in BUGS.md, never as a CHANGES.md row.",NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Narrowed/renamed: CHANGES.md no longer exists; rule now 'a BUG- row, never a backlog row'. commit-msg accepts TASK#/FEATURE# for a defect, so nothing checks it.",IN_MD,docs/DoD.md:95-97,
D108,DoD.md,§7C,640,A forward feature gets a waiting-acceptance/CHANGES.md row with commit SHA + verification path.,NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,DELETED,CHANGES.md is gone from every normative doc and the tree (only docs/done/BACKLOG.md history). Features now take a BACKLOG.md row via §1b. Does not matter: the target file no longer exists.,REMOVED_LOST,,OBSOLETE
D109,DoD.md,§7C,645,A completed PLAN-*.md moves from doing/ to waiting-acceptance/; a plan with open slices stays with slices marked DONE inline.,TEST,tests/lifecycle-docs/lifecycle-docs.ts:134-137 (spec :132),READ,NO,ALL,UNKNOWN,CURRENT,ALREADY-OK,"Narrowed check: #3 recognises only PLAN-BUG-*.md and BUG-XXX-<slug> folders, so a PLAN-TASK-*/PLAN-FEATURE-* plan left behind is not caught despite DoD.md:69 citing #3 generally; 'shipped slices marked DONE' half unchecked.",IN_MD,"docs/DoD.md:20,68-70",
D110,DoD.md,§7C,648,"Anything rejected or regressed is moved back from waiting-acceptance/ to doing/, not left in flight.",NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Reopen rule kept; needs founder verdict as input.,IN_MD,docs/DoD.md:24-25,
D111,DoD.md,§7D,652,Every file in the doc-sync list was updated in the same commit as the code.,NONE,"scripts/lib/dod-gate.sh:498-504 (printed, not checked)",READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Already labelled *Judgement* in both places and printed as unchecked by dod_stage_judgement. Sync list in project_config_dod.md still template.,IN_MD,"docs/DoD.md:182-186,215-216",
D112,DoD.md,§7D,654,The project's user-surface rules are all green per project_config_dod.md.,NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"DoD claims user-surface rules 'are gated like tests', but project_config_dod.md §User-surface rules declares none and no stage in .githooks/pre-push-project runs any: vacuous overclaim.",IN_MD,docs/DoD.md:193-195,
D113,DoD.md,§7E,659,Any project-specific gates declared in project_config_dod.md have run.,NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Labelled *Judgement unless the project wired it*; project_config_dod.md:147 table still empty.,IN_MD,docs/DoD.md:217-218,
D114,DoD.md,§7F,664,The findings register's finding block carries Status: Fixed.,NONE,,NONE,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,Labelled *Judgement*. No longer even printed: dod_stage_judgement (dod-gate.sh:499) lists only §D/§F/§H.,IN_MD,docs/DoD.md:187-190,
