ID,SOURCE,SECTION,LINE,RULE,ENFORCED,MECHANISM,VERIFIED,ANCHOR_CORRECT,BINDS,EXECUTES_HERE,STILL_CURRENT,DISPOSITION,NOTE
D120,DoD.md,§7G,701,"Task names what the NEXT actor must do, not what I did.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,Semantic; not mechanisable. Keep as documentation. || no mechanism exists
D121,DoD.md,§7G,703,"If State is OVER_TO_USER, the things to test are concretely listed and findable in waiting-acceptance/.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,This IS mechanisable and is the §H rule the founder cares about: parse item ids out of Task and require a row in waiting-acceptance/. Nothing does it today. || no mechanism exists
D122,DoD.md,§7G,706,"HANDOVER.md is current and carries WIP, ephemeral state and live hazards ONLY.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,See §6.4 L573; no suite gates its content. || no mechanism exists
D123,DoD.md,§7G,710,Nothing was added to HANDOVER.md that a command already answers.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Partly mechanisable as a blocklist grep: folder counts, git status output, branch/ahead-behind phrasing. || no mechanism exists"
D124,DoD.md,§7H,715,ls docs/waiting-acceptance/ shows the artefacts the Task field claims are waiting.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Printed only (dod-gate.sh:201). Same control as §7G L703 — and the DoD itself calls the failure ""the handoff is a lie"", so this is a rule with named consequence and zero mechanism. || no mechanism exists"
D125,DoD.md,§7H,718,"git status is clean: no half-staged changes, no build/test artefacts staged.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Same control as §7F.1 L672. A pre-push or signal-flip dirty-tree check covers both. || no mechanism exists
D126,DoD.md,§8,725,"Infra-only operations need no lifecycle artefacts unless tied to a tracked bug, but the signal is still updated.",NONE,,READ,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,"An exemption rather than an obligation; nothing to mechanise except the signal half, which §7G covers. || no mechanism exists"
D127,DoD.md,§8,728,Investigative / read-only turns are exempt from the DoD and leave the signal as-is.,NONE,,READ,YES,UNANCHORED,N/A,UNKNOWN,ALREADY-OK,"Exemption; correctly unmechanised. Note it interacts with dod_stage_rows: a read-only turn makes no commits, so the stage prints ""no item-bearing commits"" and passes. || no mechanism exists"
D128,DoD.md,§8,730,A parallel actor does not claim the mic but still owns the DoD for their own changes.,NONE,,READ,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,Behavioural; not mechanisable. || no mechanism exists
D129,DoD.md,§9,737,New failure modes are folded back into this list whenever one bites.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,The list is EMPTY while doing/BUGS.md holds 40+ rows and project_config_dod.md:201-203 is a blank row. Never executed once. Mechanise the fold-back or delete §9. || no mechanism exists
D130,DoD.md,§10,748,"The single canonical resume doc is docs/doing/HANDOVER.md, always overwritten, never dated copies.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Mechanisable: fail on any HANDOVER-*.md or dated variant under docs/. Cheap and exact. || no mechanism exists
D131,DoD.md,§10,760,"HANDOVER.md is updated whenever a meaningful unit of work finishes, not just at handoff.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,See §6.4 L573 — pair it to lifecycle-row movement in the same push. || no mechanism exists
D132,DoD.md,§10,771,"Only three things belong in HANDOVER.md: WIP, ephemeral state, live hazards.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Structure is checkable: require exactly those three top-level sections and nothing else. || no mechanism exists
D133,DoD.md,§10,784,Anything derivable from a command is FORBIDDEN in HANDOVER.md.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,The rule with the best-evidenced failure in §10 (stale three times in one day) and no control. A blocklist grep plus a line-count ceiling is the plausible mechanism. || no mechanism exists
D134,DoD.md,§10,791,Reasoning belongs in the commit; lessons belong in the item's row; neither is copied into HANDOVER.md.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,Judgement about content class; only weakly mechanisable via the L784 blocklist. || no mechanism exists
D135,DoD.md,§10,796,"On wake, read HANDOVER.md first, then the baton, CLAUDE.md, MEMORY.md, and re-establish ephemeral state.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,"scripts/session-resume.sh scripts the read path; nothing verifies the agent ran it. MEMORY.md does not exist here, so the ordered list names a missing file. || no mechanism exists"
D136,DoD.md,§11,810,"On wake, if the blueprint's DoD.md changed since last sync, surface the diff and offer to pull.",GATE,scripts/blueprint (drift),READ,NO,ALL-IF-ARMED,UNKNOWN,UNKNOWN,LABEL-UNCHECKED,"blueprint drift exists, but the blueprint has no .blueprint-source and drift reports exactly that (BUG-007) — inert in THIS repo, applies only downstream."
D137,DoD.md,§11,812,"When a generic rule in this file improves, offer to back-propagate it to the blueprint.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,"Inert here for the same reason; a2bp is the downstream mechanism (tests/a2bp-* suites gate its behaviour, not its use). || no mechanism exists"
D138,DoD.md,§11,816,"Project-specific incidents and paths belong in project_config_dod.md, never in docs/DoD.md.",TEST,tests/a2bp-contamination/test.sh via .githooks/pre-push-project:649,READ,NO,ALL-IF-ARMED,UNKNOWN,UNKNOWN,MECHANISE,"The contamination scan guards the a2bp PATH, not contents in place. DoD.md today names A-03, BUG-005, storm2flow and dated incidents — violated inside itself."
